sentence,difficulty
"The idea was to stimulate in students the scientific spirit and the expression capacities, to promote their understanding of the world, and to allow them to better play their role as citizen by proposing educational projects oriented towards social issues (health education, sustainable development.).",C1
"The keys are here, I found them",B1
"The dancer is a high -level sportsman, indeed the dancers are athletes who must have daily training.",B2
"He used the end of his leg as well as a velvety racket and struck just strong enough to make him fly, without inflicting the slightest bruising, a little girl's body.",C2
"No, I later, I will do puppets like my dad.",A2
"To succeed in an interview, you have to listen to carefully and answer with short sentences",B1
"The problem goes from the unintelligibly tempting coffee boy to communicate with dumbfounded tourists, as we have seen, at the highest levels in French society",C2
"People wanted to flee the world, and generally, where there were a lot of people, it was the southern destinations.",B1
"A lady: everyone likes to go get the eggs.When there is not a hen that is laying.[A chuckle hen] huh, so we're going to let it lay, look, you see?",B1
The income of children under parental authority is added to that of the holder of parental authority.,B2
I remember an anecdote in particular.,A2
"So, the best to satisfy its desire for patriotic purchasing, is it buying a toyota made in the north of France or offering a Renaud out of its factories in Romania",B2
"No more shops of yesteryear, goodbye the neighbors we know well.",B1
"From the panoramic room of this restaurant, the view of the city is magnificent.",B1
"In the basement, there is a cellar, to store wine",B1
The risk of plagiarism?,C1
"And, for seven years, the Sorbonne has been training promotions of ""public writer, assistant in administrative procedures and private scriptures"" which will have their talents in the multiple sectors covered by the profession.",C1
"On the left, it's my bathroom, with a view of my garden",A2
It is unfair we cannot condemn him for the fault he committed,B1
"I was grateful for the obligence that I was showed;But sometimes my shyness prevented me from taking advantage of it, sometimes the fatigue of a goalless agitation made me prefer solitude to the insipid pleasures that I was invited to share.",C2
"Normally, I'm the one who cooks in the evening, but last Saturday, I did all the cleaning because my mother was sick.",A2
"The big object of these night expeditions, which Fabrice commanded in chief, was to visit the dormant lines, before the fishermen had heard the warning given by the small bells.",C1
"And for good reason: the only non -mixed establishments in France are private institutions, even if they represent only about 5% of schools, colleges and high schools.",C1
Ms. Gaudé's class has made a play in English and Mr. Préche's class presented a dance show.,A2
"And I wonder what I am going to do the day I can do the spectacle anymore, because it is my life.",A2
"Some left furious, swearing that they would never submit to a king too young to have beard in the chin",C2
"In the United States, soldiers risk their lives to save simple machines.",C2
His act would therefore be determined by an exteriority,C2
"And undoubtedly yet, the German romanticism in which these movements of the mind will find as a crystallion fluid does not present itself at first as an unhappy conscience, as does French romanticism.",C2
"Every morning, he follows the same routine: he starts by washing his face before taking a shower.",A2
"To our more clairvoyant minds, he only argues this exquisite light of eternity which lies at the bottom of all suffering.",C1
"Comparisons between companies are very difficult and even if certain methodological tools have been developed such as the intangible assessments Monitor (Sveiby) or the Balanced Scorecard (Norton and Kaplan), their approaches remain discussed5",C2
"Today, the inverted class, an educational innovation that is in unprecedented success.",C1
This notion is very important.,B2
The atmosphere was detestable in the business: I ended up resigning.,B1
"I climbed until mid-slope, dismantled and, holding the half-banded bow, parvins at the top of the hill.",C1
Why did the government decided an extension of the targeted public?,B2
"A priest, confessor of the Marquis del Dongo, could have saved Prina by opening the grid of the church of San Giovanni, before which we dragged the unfortunate minister, who even was abandoned in the stream, in the middle of the street;But he refused to open his grid with derision, and, six months later, the Marquis was happy to make him get a good progress.",C1
"Each year, humanity consumes more resources than land cannot produce it in a year.",A2
"According to the Institute, which is based on other studies or research, the reasons mentioned can be multiple: ""weariness"", ""lack of time"", ""difficulties of transport or dissatisfaction linked to the atmosphere"".",C1
"One of the original features of the Foundation is to involve the scientific community in the creation of educational resources, support for classes and continuing education for teachers.",C2
"In the urban areas of poor countries, fatty and sweet dishes, inexpensive and immediately available, compete with traditional food, more expensive and longer to prepare.",C1
"This voice, all travelers know her",B2
"And you, what did you plan during the holidays?",B1
"This weekend we were at the hotel for a family meeting, well we hesitate what, when we meet people in the corridor, we don't really know if we have to wear the mask.",B1
"For him, to speak his mother tongue with his daughters is above all to transmit something about his culture.",B1
I go with my girlfriend Igora in the north of the country to camp,A2
We're going to take care of her until she goes better.,A2
Canada is located in northern America,A1
"Of course, it is not a question of working but of participating and the stays are also organized in order to have fun.",B1
"During the three years of study, I already lived at home.",A1
"You do not realize, sir, I am twelve and a half years old, and I did nothing.",B1
The teeth are in the mouth,B1
"And that will not change, as long as any of the French economic, administrative and political elites will have passed through the university, for other courses than law and medicine, traditional facs monopolies.",C2
"The fools make their morality a compact and indivisible mass, so that it mingles as little as possible with their actions, and leaves them free in all the details.",C2
"The programming laws mentioned in the antepenultimate paragraph of article 34 of the Constitution are intended to determine ""the objectives of the action of the State"".",C2
"Indeed, even if you do not want to buy something, it is always interesting to spend time in shopping centers",A2
Mr. Did you see Monsieur de Cyrano?,A1
"He reached, a few hours ago, the Indian coast where damage and a dozen first victims are to be deplored",B1
"When there is a flash with clouds and rain, there may be lightning and thunder",B1
Our country has an interest in developing technical and scientific culture.,C2
"2 to 3 minutes in boiling oil, and to accompany them, our chef prepares the traditional dog sauce "": olgnon, cive, parsley, salt, flip, a little thyme",C1
I open the door.,A1
We don't understand each other at all.,A2
"2003, which requires them to take care of the end of life of their devices.",B1
"Same for mathematics, he continues.",B2
You deserve a hat for this wonderful innovative and entertaining spectacle!,C1
Ditto for those who elect them.,B2
"Other instruments have ""sniffed"" the gases on the surface of the comet and the harvest was good.The robot, which weighs 100 kg on earth, has a mass of a gram on the comet, collected a mine of scientific images and data, transmitted to the Rosetta probe which returned them to earth.",B2
"Not to mention the canteens of companies, trendy bistros, snacks and neighborhood bars.",B2
No one should be received in the fortifications by favor or by recommendation.,C2
I order fish with puree.,A1
"As he put a grand prize to keep him in society the place that his character deserved, and from which his situation seemed to exclude him, he had invited to supper several women from his relatives and his friends who had agreed to see Ellénore.",C2
"Whole islands are covered by waste, this is the case of Henderson Island on which 17 million tonnes of waste would have accumulated because the island is located very close to a giant whirlwind, the South Pacific Gyre.",B2
The length is a distance but a feeling too.,A1
"This was the fruit that he had withdrawn astrological studies from his friend Father Blanès, to the predictions of which he did not believe.",C1
"And in addition, it seems to me to be a promising way to fight against inequalities and dropping out of school.",C2
I forgot to tell you: her name is Sarah.,A2
It's very nice of him!,A2
"Stéphane's brother can come and find them at the airport on 12/26, but unfortunately, he refused to drive them there.",A2
"Joe Biden had to give up his candidate on Tuesday to lead the budget for the White House, Neera Tanden, faced with the opposition of key senators, the first setback for the new Democratic president who has a very short majority in the congress.",B2
"The Pangloss tutor was the oracle of the house, and the little Candide listened to his lessons with all the good faith of his age and his character.",B2
"There is work, theaters, cinemas, cultural life is rich",B1
- But what !,B1
I like to run in the morning in summer.,A1
Would you like to join us?,A2
I do joint exercises,B2
"The electric scooter is also limited to cycle paths or on the road, resulting in conflicts with cyclists and motorists",B2
"No, don't read this text for now!",A2
I hope we will have good weather,A2
"My alarm rings at half past six, I go back to a quarter of an hour, and I get up around seven o'clock less a quarter",A1
"Once elected, VGE continues to rejuvenate the codes",C1
His apartment is far from the university.,A1
"Dongo, usually an execrable greed, came to think that his enemies could well triumph over the misery of his sister.",C1
My parents are divorced and I live with my mother.,A2
My American friends tell me that I express myself without accent,B2
"In addition to all these activities, the Chocolate Fair is also the perfect place to discover and buy the chocolates from many chocolate makers from around the world, gathered in one place in Paris",B1
"They inherit at 55, on average.",C1
Your way of telling stories is really beautiful.,A2
She let herself go to the rocking of the melodies and felt herself vibrate with all her being as if the arch of the violins would have been walked on her nerves.,C2
"Before giving the floor to Mr. Servat, who will be able to talk about himself better, I would like to welcome him to our business as well as a lot of success in his work.",B1
The eighth edition will be the right one,C1
"From two reports on French holidays, invite learners to talk about their holidays.",B1
"And tonight, he can take his time because his wife and children will come back late.",A2
Starting the day with a first meal organized around one of these doping drinks that one sugar can seem quite anecdotal.,C2
"And as the first entry did not happen, they had a sip of champagne from time to time by nibbling crusts torn off on the back of the round rolls.",C2
The chest also designates a woman's breasts.,A2
I am completely safe because I have complete self -confidence.,B1
"Andrew: My God, people at the table next to ours cry.",A2
I take this opportunity to bathe in the river with my cousins almost every day!,A2
"Ellénore, in a word, was in constant struggle with his destiny.",B2
"Far from being unanimous, the mobile phone is often compared to an umbilical cord which hinders autonomy, maintains dependence, infantilized.",B2
I live in New York.And you ?,A1
"As an exchange support, it was fantastic",C2
"This system is inspired by that against disinformation linked to the civic elections and processes, which has notably led Twitter to ban former US President Donald Trump.",C1
"Their deduction and connection capacities are certainly developed, their mechanical force is powerful, their micrometric precision, but the robots remain machines in the service of man.",C2
I don't want to go to the movies.,A1
To watch in VO not to lose anything from this gap.,B1
I want a dog !,A1
We immediately heard very much.,A1
"In addition, the evolution over time of phenomena generates more absolute changes in data than relative changes involving changes in the classification of cantons, a more important aspect in a transversal comparison approach like ours.",C2
"In his work, Mitra-Varuna, Dumézil indicates that in India as in Rome, there are two ways for the virile power of asserting itself: in Varouna and Romulus, in the Gandharvas and the Luperques, he is aggression, Rapt,disorder, hybris;Then the woman appears as a being that must be delighted, violates;The ravished sandy sands are sterile, they are whipped with goat skin, compensating by violence an excess of violence.But Mitra, Numa, the Brahmans and the Flamines ensure on the contrary the order and the reasonable balance of the city: then the woman is linked to the husband by a marriage with complicated rites and, collaborating with him, she assures him domination of allthe female forces of nature;In Rome, if the Flamina dies, the Flamen dialis becomes fun of its functions.",C2
"The bars, the bakeries, the supermarkets, the websites offer events that animate this period of the year falling between two important moments: the start of the school and Christmas",B2
"As soon as his car descent, at the forefront of this fictitious summary of their domestic life that the masses of the house claim to offer their guests on ceremonial days and where they seek to respect the truth of the costume and that of the decor, Swann took pleasure inSee the heirs of the ""tigers"" of Balzac, the grooms, following ordinary promenade, which, overseen and kits, remained outside in front of the hotel on the ground of the avenue, or in front of the stables, as gardeners would have been storedat the entrance to their flowerbeds.",C2
Francis will not come to class today.,A1
I present to you Marie.,A1
"She has her eyes full of tears, and when I approach her to take her hand, she steps back.",B1
The chef cooks specialties in the region with seasonal products.,B1
"But, that evening, Quentin had come out",B1
Do you like sports ?,A1
He believes that we are right.,A1
"Faced with them, the security forces were deployed in number.",B2
"I buy a book, pants and a new lamp for my room.",A1
"John Keogak, 45, a hunter at Sachs Harbor, recognizes the media impact of the measure, but maintains few illusions about its effectiveness.",C1
We have our shoes repaired,A1
The elevator is out of order.,A2
"There, suddenly, it was constant",A2
It does not work.,A1
The problem is that when they arrive in the world of work has no respect.,A2
"Let x be a relative curve on a base S, we define, for any relative invertible beam L on X, an invertible beam on canonical S.",C2
"Young beautiful people strutted in the prosecution, spreading out, in the opening of their vest, their pink or apple green tie;And Ms. Bovary admired them from above, pressing on golden apple badins the tense palm of their yellow gloves.",C1
"To compensate for the lack of transversal skills, creativity in classrooms of all ages could be the result of the students themselves, becoming ""proconsommers"" - producers and consumers.",C2
Showing a gentleman who goes and goes in the room as if he were looking for someone.,B1
"You advocate an opening of the school on the world today, I totally agree with you.",A2
The interval between the two sessions is too long.,B1
"Tell him that a poor shepherd wishes him hello, and that he begs him to rescue him. """,A2
You filled the water pot and you put ice cubes to freeze in the freezer of the basement.,B1
The blunders of the Marquis del Dongo scandalized the employees and even stopped business march.,B2
"They often enrage this relentless biological clock, but perhaps they are thus better prepared than them to age, at least those which are not exhausted in a vain quest for eternal youth.",C1
The day is not over for Théo who has to go home to do his homework,A2
"If it was originally intended to monitor cattle, it is soft with children.",B1
The couple quickly knew what they wanted to ask the fairy as wishes.,B1
"But it took its roots in the frenzied quest that the inhabitants of a small temperate Cap of Asia led for distant products, especially tropical.",C2
"He had Count Pietranera, his brother-in-law, who, not having fifty Louis de Rent, dared to be quite happy, was to be faithful to what he had loved all his life, and had insolenceTo advocate this spirit of justice without meaning of people, that the Marquis called an infamous Jacobinism.",C2
A prefectural decree indicates for each municipality the voting system as well as the number of delegates and alternates to elect.,C1
I did not understand very well.,A1
"She lived in a castle close to one of our lands, unhappy and withdrawn, having only her spirit for resource, and analyzing everything with her mind.",C1
See you soon.,A1
We will have a lot of work until May.,A2
Come here.,A1
"His tongue is embarrassed, said he was speaking of a person who has become unable to articulate distinctly.",C1
"Their sight seemed to strike so strongly the adjutant undoing officer, that he had changed his thought, and began to question the servant also.",C1
It has become a rule of social functioning.,B2
"For example, we can approach the notion of algorithmic with a cooking recipe, or learn cryptography with boxes, padlocks and keys, explains David Wilgenbus.",C2
"Take your time, let yourself be guided and above all have fun.",B1
"But the next day she laughed as the day before: it was the complaints of the Marquise, her Bellesoeur, who produced these dark impressions on this naturally so active soul.",C1
"The right would like to preserve the remains of our triple heritage, even if it means adapting them because, said Churchill, you have to know how to cut the trees so that the forest is more beautiful.",C2
He was playing the Jokari with a friend.,B1
"With his appearance, he gives the impression of being the master of the world.",A2
The image of a slave robot is not new!The progress present and promised worry certain people who fear being supplanted by machines.,B2
It is not fair.,A1
"On the second floor, there is an office and two bedrooms, including his own",B1
"Thanks to the progress made in the field of biotechnologies since the 1970s, uses at a more ""fundamental"" level are possible, on the scale not only infracellular, but intranuclear of organizations: the direct uses of their genomes.",C2
Store yourself on the bottom side and turn off your engine!,B1
"The chick did not listen to them and fell asleep, against his new friend.",B1
"Today, I don't go out because there is a snowstorm.",A2
You are not too skilful!,B1
"How much is a kilo of oranges, please?",A1
"This quest for zonal otherness left in the middle of the 20th a striking geographic mark: when the idea of third world was imposed, it turned out that the underdeveloped countries were then very mainly located in the interropical zone, the south.",C2
"Inside my house, there is a large living room with a table and four chairs to welcome my friends",A2
Are you tired in winter?,A2
"This triumph, whose marquis enjoyed with rare insolence, only lasted a few months, and was followed by a humiliating setback.",C1
They were very friendly but one of the two left in Sweden.,A2
"Jean-Philippe Viriot-Durandal, lecturer in sociology at the University of Franche-Comté, is convinced.",B2
They speak French even better than we,B1
Bradford then announces a day of thanks to God,B2
"All other affections need the past: love creates, as if by magic, a past which it surrounds us.",C2
"An old lady: it reminded me of childhood, it reminded me a lot of things, because I was going on vacation on a farm",B1
"AOP acronym is therefore a guarantee for the consumer that milk production, stall, drainage, salting, molding, pressing, refining and for some washing have taken place in the geographical area of the'appellation.",B2
I will choose a restaurant to savor a good meal after this busy day,B1
"An appellation introduced in 1972, very practical to use in the context of television magazines or social weekly, since in two words everything is said.",B2
"She always tells me that you have to talk to her about my problems, but when I talk about it, she gets angry with me and we end up arguing.",A2
So I tried in a thousand ways of fixing his attention.,B2
"In the first article, I described the stylized facts of active yields.",B2
"It is a matter of life or death, insists Sheila Watt-Cloutier.",C1
"Sadly revealing, in his letter of congratulations to Barack Obama for his re-election, François Hollande wrote ""Friendly"" for ""friendly"": it is simply a nonsense",C2
I work for an American fashion magazine,A1
"The community of heir has the quality of taxpayers, thus the net income and fortune of society are allocated to natural persons forming the community of heirs, except for the canton of Ticino where it is the Hoirie which is imposed!",C2
"The server: Good evening ladies, what do you want to drink?",A2
"In town, there are shops, you can easily meet other people and it is in town that you find the best schools for your children",B1
"Types of debt include vehicle leasements, small consumer credits or credits, deposits by deposits, debts from family or friends, side residence mortgages, payment arrears as well as discovered accountsAnd unpaid invoices on credit cards.",C2
The short stay visa is issued for 3 months at most,C1
"In this extract, God links suffering to work in a powerful way because it is some sort of a curse pronounced by this divine being",C2
Then he specifies: I never tried to correct or accentuate my accent.,B1
I was wasting my time: I didn't do anything useful to modern society.,B1
"After his meal, he returns to the bathroom to brush his teeth and to go to the toilet.",A2
"Suddenly, he heard a voice that told him to approach.",B1
"I am, with a little contempt maybe, your very humble servant, ""Gina Pietranera.",C1
"In the United States, we will celebrate Thanksgiving the fourth Thursday in November",B2
Everything before adopting a cat.,A2
A little girl: there they [do not] understand our language because they [do not] speak,A2
"The absence of teachers trained in sufficient numbers is also a brake for many of her opponents, who consider her unfeasible.",C2
I saw his name on the mailbox.,A2
"Its use in serial vehicles is nevertheless minority, mainly because of its significant consumption and sealing problems inherent in the complex geometry of the stator.",C2
He goes to the school of the little ones.,A1
"If individuals find them entertaining in the short term, they are likely to experience, in the end, the guilt linked, either to the fact that they have neglected other more important tasks to perform, either to negative feelings close to thosefelt during procrastination behaviors.",C1
Then I got out.,A2
"Lucie began a brave -branded air in major soil;She complained of love, she asked for wings.",B2
"A patient presenting himself in the emergency room, can receive a start of treatment and then have a prescription.",B2
When do we leave,A1
"In the districts, some neighbors agree to open the door to children and therefore make a provision of candies in case a group of mini witches sounds at the door",B2
Never before has produced humanity produced so much food.,B2
What are you doing ?,A1
"I have an interest in succeeding in my exams, otherwise my parents will be angry, because there is nothing more important for them.",B1
I'm sick,A1
"There, this is the office of our manager.",A1
"The cat, the new ""men's best friend"".",A2
"Eurojust, the European agency which coordinates the holding of the European Union trials, will organize a meeting in the coming weeks to find a solution to this problem.",C1
Negotiars of the Vienna Congress established a new international system called throughout the 19th century European concert.,C2
Oh yes !,A1
This expert says that video games allows better development of the child.,B2
"Time becomes faster and fresher, there is starting to be rain and wind.",A1
"Of course, we are aware of the drawbacks that this can lead to: by addressing subcontractors, we run the risk of losing part of our manufacturing secrets and seeing problems arise in the quality of the service rendered, such asthat non-compliance with the specifications.",B2
Do you know that hooks register without your knowledge?,C1
"I'm on the bus, I arrive in 5 minutes.",A1
You do not understand.,A1
"As soon as the Trade Register has received the modification file, the platform will send you an electronic response called acknowledgment of receipt.",B2
She entered.,A1
"The land use map and aerial photography indicate that this corridor corresponds to a cut in a wooded mass;A priori, by its configuration, this area corresponds well to a possible place of intervention, since the narrowness of the passage is adapted to an attempted ""barrier"" against the land country.",C1
"By thickening its past, the contemporary world multiplies and diversifies its inheritances.",C2
"Server: I will ask them to calm down, so you can enjoy your meal calm.",A2
From the top of this hill the view of Marseille is remarkable,B1
"A request is a request, a request, a prayer.",B1
"The knees at the chin, his arms crossed on the chest, he made himself a ball to better question the word which never left his thought for a long time.",C1
Freedom as a condition of the ethical act,C2
"Hospitality is the action of receiving a person at home, to welcome them in a benevolent way, to accommodate it for free.",B1
I miss you a lot,A1
"All prices are displayed, but if necessary, I put the list of prices next to the cash register.",A2
"In early February, its 15 members had published a joint declaration which expressed their concern without however condemning the coup, Beijing and Moscow, traditional allies of the Burmese army, opposing such a formulation.",C1
"Let us become poetically exalted to judge an idealistic and prove to him that his dream is poor, banal, not crazy enough or magnificent.",C1
"Very well, and do you have a mobile phone?",A2
"Julie: Not with the table, but with those of the next door table;They speak very hard.",A2
"Consequently, entry into authentic freedom, as opposed to the illusory freedom of infinite desires, it is the entry into real autonomy and it is to be able to become responsible for its actions and be able to answer it",C2
Do you understand?,A1
"While the room is gradually filled, a floor below, it is the excitement",A2
"Very small, when I was sick, well, we put Snow White in my bed to fall asleep in the evening.",A2
"In his book Survival Guide for Adjo for screens (2015), the psychiatrist Serge Tisseron particularly advises against screens before bedtime.",C1
Easter festival in France is a party of Catholic tradition,B1
"These theories are not universally received and discussions continue until the 19th century;It is the invention of the microscope that makes it possible to study the animal egg;In 1827, Baer identified the egg of mammals: it is an element contained inside the graf vesicle;Soon we could study the segmentation;In 1835 the sarcoma were discovered, that is to say the protoplasm, then the cell;and in 1877 an observation was made which showed the penetration of the sperm in the egg of the starfish;From there was established the symmetry of the nuclei of the two gametes;The details of their merger was analyzed for the first time in 1883 by a Belgian zoologist.",C2
"This is also the case of many NGOs which, in dozens of countries, help children-soldiers, ensuring their protection and guaranteeing them, when possible, medical follow-up and schooling.",B1
"I would like to continue my studies in high school and then at university, perhaps.",B1
"She will fight against the ""fake news"", these ""false news"" which would disturb the judgment of the honest citizens to the point of pushing them into the arms of the awful populists, such as the bad Donald Trump or the infamous ""Brexiters"" from acrossSleeve.",C1
I have two neighbors.,A1
"The invincible sleep seized me, soon followed by the atrocious awakening.",B2
"In Great Britain, Sweden, Finland or Germany, establishments sometimes separate girls and boys, in scientific matters in particular, where female sex is under-represented.",C1
Will these new constraints put an end to the development of the scooter,B2
She is very beautiful.,B1
"On this great occasion, to fulfill this political journey, the Marquis gave his son four crowns, and, according to use, gave nothing to his wife, who led him.",C1
I'm happy because I don't see it often,A2
"We understand that a similar way to compose, so different from the old process visible to all eyes;Often confuses criticism, and that they do not discover all the threads so thin, so secret, almost invisible, used by certain modern artists in place of the single string which had name: the intrigue.",C1
"He only woke up when he heard a strange noise, and when he opened his eyes, he saw that all the snakes were awake.",B1
"For Descartes, this freedom of indifference, although considered as ""the lowest degree of freedom"", testifies at the same time of a pure free will which appears man to God (fourth meditation)",C2
"While many authors of thrillers and thrillers persist in turning ad nauseam around children's disappearances or abuse inflicted by serial killers, a handful of them strives to fill a few dead angles of contemporary crime.",C1
But a young woman advanced by throwing a grant to a green squire.,C1
"Other than that, I play sports three or four times a week.",A2
"WAF, WAF, I want to go home, at Alice's.",A1
"No, just a few minutes.",A2
"Concentrated all year round on the academic results of their children, parents are not ready to leave the sea or sun bathing the multiplication tables, the more than the indicative and other theorems of geometry ifdearly acquired.",C2
This house has just been sold to Dutch,B1
Here they are in seven points.,A1
I like to run in the rain.,A1
This author so read for his impertinent grammar also offers games to read quickly.,C2
You will soon have a big surprise!,A1
"Despite this, protesters continue to go down the streets to request the departure of the putschist generals and the release of the hundreds of prisoners imprisoned in recent weeks.",C1
"If there are clouds with rain on the map, it is because it will rain and there are risks of storm or hail",B1
"After a bus trip, he is happy to find the sea",B1
"The milk collected for the Roquefort is delimited in a territory of a radius of 100 kilometers around the village of Roquefort-sur-Soulzon located in Aveyron and nowhere else, otherwise it is no longer Roquefort.",B2
"And the slaughter of a third of the herd of Yellowstone, in the winter of 1996-1997, by the livestock breeders of Montana, bruised the Indian tribes.",C1
"It is commemoration, that is to say the anniversary feast, from the end of the Second World War.",A2
Are you ready to enter this story?,A2
The grandparents of our children like to spend time with us during the holidays.,A1
"Giving documentaries their chance, making them exist in the room, such is the normal mission of the documentary association on the big screen, created in 1991.",C1
You do your homework.,A1
We find ourselves today exactly in the situation we feared: the government transforms the measures to satisfy certain economic interests.,C1
"In 2015, 45% of women aged 16 or over and residing in mainland France declared that they have practiced at least a physical or sporting activity in the last twelve months, compared to 50% of men.",B2
There everyone speaks English,A1
This is part of his social life.,A2
"I made an afternoon chill, in reading mode, cat and sofa.",C1
"Eric will move away as Elsa progresses, putting her in doubt, but especially in danger.",C1
Then we will dine at the restaurant in the evening before going home.,B1
This is precisely what prevention associations are trying to do by doing a long -term job.,B1
"The pools shared for example or that kind of thing, there I said to myself, this summer, what.",B1
Is there a lot like that?,A2
"Considering that their human rights are violated by the countries which refuse to sign the Kyoto protocol (United States in mind), the Inuit is considering taking the legal path by invoking the Declaration of Human Rights of 1948.",C1
He believed that we were right.,A2
The members are four in number: two up and two at the bottom.,B1
I ate an apple.,A1
"The parish priest also had a donkey, solid, obstinate just what it was necessary, very sweet, which made him all his work.",C1
"I therefore send my manuscript by post to a few publishers who, all, refuse it.",B1
"Wait, I'm looking for it.",A2
"For the first time, after thirty-three days of fury, Fabrice understood the end of everything that happened to him.",B2
"In addition, malnutrition strikes those who should help feed their fellow citizens: ""Six hundred million poor peasants, victims of the drop in prices dictated by the liberalization of trade, must amputate their self -consumption reserves to renew - without achieving it wellOften - their production potential "".",C1
"Producers must only support the waste of the devices sold from August 13, 2005.",B2
But the market is far from their house and they cannot go on foot.,A2
Everyone lasted a year and a day.,B1
It is out of circuit.,B1
You were a very admired woman at the time.,A2
Do you have projects for the New Year?,A1
"I had contracted in my conversations with the woman who, the first, had developed my ideas, an insurmountable aversion for all common maxims and for all dogmatic formulas.",C2
What is the best quality of Azaël's wife?,B1
I phone you when I return to Paris,A2
Linguistic diversity unfortunately did not benefit from the same advertising.,C1
"Other authors have exploited this land such as Erik Orsenna and his underwear, released in the fall of 2004 (the world of education n ° 328, September 2004)",C2
"French society has never wondered how to support the inexorable aging of its population, analyzes Patrice Leclerc, of the Foundation of France.",B2
"Notwithstanding the advice of my teachers, I will stop my studies.",C2
"We must measure these upheavals to rethink school content, ways of teaching them and learning them.",C2
"If I earn enough money, I will travel to Europe like a vagabond.",B2
"He will not come, on the pretext that he is sick!",B1
Part of the energy supplied to move is transformed into heat.,B1
"During the 1990s, many people were reluctant to this new celebration: parents and teachers saw only a commercial party",B2
Do not wait for me.,A1
"But we heard three shots on the stage;A timpani bearing began, the copper instruments placed agreements, and the curtain, rising, discovered a landscape.",C1
it goes like this ?,A1
These struggled like snakes;These mounded like hippogriffs.,C1
"By massaging me, he relieved my pain.",B1
"Listening, in fact, the cries of joy that rose from the city, Rieux remembered that this joy was still threatened.",C1
"To go further if you want to listen to other stories, I strongly invite you to read them.",A2
"If the deputy had respected the voters, he would have resigned.",B2
"For example, in the morning we plant trees to repopulate a forest and in the afternoon each one remains free to visit what they want or to rest on a beach.",B1
"That they want to preserve a small sector of activity to continue to sell some qualified ""fair"" products, it can be understood.",C1
A phenomenon all the more disturbing since this is not the first time that,A2
"On the occasion of the event, which takes place throughout the country, the organizers commissioned a survey.",B1
"To date, I have not yet found a parade to this appalling virus.",B1
"A beautiful organ, an imperturbable aplomb, more temperament than intelligence and more emphasis than lyricism, ended up raising this admirable nature of Charlatan, where there was a hairdresser and toréador.",C2
"He changes the Marseillaise tempo, moves the jullet's parade to the Bastille, and invites himself to dinner in the French living room",C1
Do not break it.,A1
"With painting, draws on the pot.",A1
She would have gone on vacation.,B1
Today's executives leave their business to open guest houses.,C1
The political origin of the modern sense of the word Europe is clear: we have reached the idea of Europe from the concept of European balance.,C2
"They would quickly want to go on a trip, but they can't afford it.",B1
"The novelist, on the contrary, who claims to give us an exact image of life, must carefully avoid any chain of events which would appear exceptional.",C1
"When they had noticed their error, they blushed.",C1
"He pushed a long sigh of joy;And they caused almost quietly, with intimacy, as if they had known for twenty years.",C1
"Families who continue to speak, see the number of their interlocutors decrease and, the field of use, that leads to the creation of family dialects.",C1
He met François 1er during a visit to Calais.,B2
The 30 -year -old will take his place in the mosaic of small screens.,C1
"But a certain gap remains with men, especially among the youngest.",B1
And children love this party because we eat nothing other than pancakes.,A2
They are magnificent and the texts are very beautiful too.,B2
"Always shy, often irritated, I complained, I was getting carried away, I acablais ellenore reproaches.",C2
"It provides that forest plantations are deductible from greenhouse gas emissions (GHG), since trees grow by pumping carbon dioxide in the air.",C1
The international pharmaceutical environment is tightened.,B2
"Faced with this social problem, he recommends reducing working time, rethinking the distribution of wealth other than on the basis of production and developing more what he calls ""third sector"", in other words the social economyand the associative sphere that work on the well-being of others.",C2
What does your little cat have?,A1
Hello everyone!,A1
"The girls of the class, there is only the fashion that interests them, and the stories of boys.",A2
It is really happy that you accepted the invitation.,B1
"""Friendly"" for ""friendly"" is simply a nonsense",C2
"The founder, Aristide Finet, had given his desired daughter to his first Hauchecorne clerk;He, Baudu, landed on rue de la Michodière with seven francs in his pocket, had married the daughter of the Hauchecorne father, Élisabeth;And he in turn heard his daughter Geneviève and the house in Colomban, as soon as the business resumes.If he delayed a marriage decided for three years, it was by a scruples, a stubbornness of probity: he had received the prosperous house, he did not want to pass it to the hands of a son -in -law, with a lesser clientele andquestionable operations.",C2
"Very young, the future actress develops a strong interest in stories, disguises.",C1
"But under the harmonious accents of a schleiermacher, under the pious virtuosity of Tieck and the irony of Schlegel, Hegel easily discern the torment of the mind.",C2
This is a question that political and health authorities have insisted in recent weeks.,B2
This is how the eco casserole association was born,A2
The ink burette and the pen that the doctor used to read his prescriptions were on the table.,C2
"This death of God gives all its meaning to human Suf-France, and human suffering is infinite pain, is proof of divine infinity, which unites the opposites between which the human spirit is divided.",C2
"This evaluation would now reach 300 million people, including 115 million in developing countries.",C1
"Every morning, he follows the same routine: he starts by washing his face before taking a shower.",A2
- Parents!,C1
He thinks she can't do everything.,A2
Have you thought about sending an apology message to your foreign correspondent?,B1
"His colleagues the priests of the surroundings, strongly jealous of his influence, hated him;The Marquis del Dongo simply despised him, because he reasoned too much for a man of such a low floor.",C1
I can do it since I was very young,B1
"School education to create links between subjects in this regard, learning the code, which is more in extracurricular, is limiting.",C2
"To do this, Ken Follett offered all the copyright of his story ""Notre-Dame"", published after the fire of Notre-Dame-de-Paris, on April 15, 2019, at the Heritage Foundation (FDP).",C1
