sentence,difficulty
Il trouve bizarre que l'artiste ait quitté le concert avant la fin samedi soir dernier.,B1
"André Gide, dans les grottes du Vatican, cherche à illustrer la possibilité pour un être humain de mener un acte libre, c'est-à-dire un acte accompli sans raison, par le seul effet de sa liberté",C2
Pas d'efforts violents et courts mais des efforts progressifs chaque jour.,B2
"Les incidents sont organisés et diplômés vers le point le plus élevé et l'effet de la fin, qui est un événement en capital et décisif, satisfaisant toutes les curiosités éveillées au début, mettant une obstacle à l'intérêt, et finant si complètement l'histoire qui a dit que nous n'avons pasPlus longtemps, je veux savoir ce qui deviendra, le lendemain, les personnages les plus attachants.",C1
"Les années cinquante marque une rupture dans la vie des femmes parce qu'elle est synonyme de transformations physiques et fonctionnelles, elles soulignent.",C1
"Je maîtrise le fonctionnement de ce logiciel, mais je ne comprends pas la logique.",B1
Je me contenais à peine quand un autre que je parlais à part avec Ellénore; j'ai soudainement interrompu ces interviews.,C2
"Nous pensions qu'il avait fait une erreur mortelle à leur salut, mais finalement, ils n'ont pas été livrés et non le destin.",C2
Je ferai plus avancé.,B1
"Le Gallinacement symbolise en même temps, la cérémonie de Kapparot traditionnellement célébrée comme Yom Kippour et France, un pays accueillant depuis le début des années 1920 pour ce couple juif d'origine russe.",B2
"Il a également entendu beaucoup de bruit dans la ville;; Ensuite, en prenant ses mains: - FAITES-MOI EST SORTIER d'ici, je jurerai en l'honneur de retourner à la prison dès que nous avons cessé de nous battre.",C1
"Quand je me suis assis, j'ai remarqué l'omniprésence des papillons",C2
"La méthode cathartique est une méthode psychothérapeutique basée sur la recherche de catharsis chez le patient, pratiqué par Freud avant le développement de la méthode psychanalytique proprement dite.",C2
Nous sommes vraiment heureux que vous soyez présent.,A2
"Je ne recommande pas les harmonies blanches, les blancs et le côté ivoire",B2
Ils sont revenus pour se reposer après avoir fait le tour du lac dans une chapelure,C2
Les écologistes n'ont pas réussi à exclure les plantations avec une seule essence ou l'utilisation d'espèces «extraterrestres» et de variétés transgéniques.,C1
"Ce n'était plus l'automne, c'était le printemps!",A2
Il y a aussi une table basse.,A1
Je te présente Marie.She est un ami.,A1
"Parce que Joe Manchin et Kyrsten Sinema s'étaient déclarés contre cette mesure précise, menaçant de couler l'ensemble du plan d'assistance qui ne compte pas, pour le moment, le soutien républicain.",B2
"Selon leur position sociale différente, ils avaient des vêtements, des robes, des vestes, des vêtements: - de bons vêtements, entourés de toute la considération d'une famille, et qui ne sortait que de l'armoire pour les solennités; Redingotes avec de grands basques flottant dans le vent, avec un col cylindrique, avec de larges poches comme des sacs; de grandes vestes en feuille, qui accompagnaient généralement une casquette de cuivre à capsted avec sa visière; très court vestens, ayant deux boutons proches dans le dos comme une paire d'yeux, et dont les côtés semblaient avoir étéCoupez à un seul bloc, par la hache du menuisier.",C2
"Je vais vous faire voyager, vous verrez ces plages de sable blanc sur lequel vous aimez courir avec vos parents avant d'aller manger des churros sur le port",C1
"Ne partez pas, je te passe Marc Lebrun.",A1
"Pour de nombreux cyclistes, le prix après plusieurs heures sur la route est la découverte des merveilles architecturales de la région.",B1
"Ce sont des jours fériés, c'est-à-dire des jours pendant lesquels nous ne travaillons pas",A2
Nous l'avons emmené pour un espion.,B1
Voulez-vous écouter d'autres histoires de Noël?,A1
D'où viens-tu ?,A1
Il existe un plus grand équilibre entre le rôle que les municipalités jouent grâce à la planification des affectations et à celle des cantons qui limitent «excès» en termes d'utilisation du sol grâce à une planification de guidage plus ou moins restrictive en termes d'extensions urbaines passagères.,C2
Saul Goodman est un avocat tordu et peut être facilement trouvé dans les pages jaunes d'Albuquerque.,C1
"Il l'a senti défectueuse en tout, par les bottes non varmées mais assez fines cependant, car il avait la coquette du pied, par la chemise de quatre francs cinquante le même matin au Louvre, et dont le plastron trop mince était déjà brisé.",B2
Il n'est pas utilisé dans l'après-midi de mercredi,A1
"Ensuite, pour qu'il y ait de la médiation, les deux parties doivent être d'accord.",B1
"Donc, pendant que je pédalais, ils étaient sûrement assis sur le sable.",A2
"«C'est en représentant mon journal, sur l'émission, à la radio, que j'ai rencontré le gentleman, qui a ensuite dirigé la station.",B1
J'ai commencé la conversation pour briser le silence lourd de ces dernières minutes.,B1
"Une fois utilisés ou manipulés, les résultats sont écrits en souvenirs ou dans des composants qui peuvent transformer la valeur binaire en action physique.",C1
Il sera nécessaire de faire un effort de pédagogie pour que ces nouvelles technologies soient banalisées.,C2
Je suis banquier.,A1
"Noël Couedel, alors directeur de l'information, a déclaré: Dans l'équipe de direction, j'étais le seul à défendre sa candidature.",B1
"Et, en France, beaucoup moins de filles que les garçons choisiront la voie des sciences dures si appelées, y compris les mathématiques.",B2
"Après les écoles littéraires qui voulaient nous donner une vision déformée, surhumaine, poétique, touchante, charmante ou superbe de la vie, est venue une école réaliste ou naturaliste qui prétendait nous montrer la vérité, rien que la vérité et toute la vérité.",C1
"Il y a un quartier très agréable pour se promener, quand il fait beau",A1
Nous avons passé le reste de la journée à faire les magasins.,A2
"Il est dément, l'ostrogoth de la telloche formatée dans Formalus, comme un psittacide déréglementé et laid.",C2
"Il ira jusqu'à essayer d'étendre le sommeil hibernal d'un mammifère, la marmotte, tenant l'animal pendant longtemps, pendant plusieurs années, dans une glacière.",C2
"Sorte de Pentandrie Trigynie Pentandria et de la famille Portulacée, dont les personnages sont constitués: dans un calice infundibuliforme, avec un membre divisé en cinq parties.",C2
Vous descendez les escaliers et tournez à gauche.,A1
Je suis fatigué et je préfère prendre le métro pour aller à la ville de la ville,B1
Alors nous nous battions enfin!,B2
"Enfin, pour être clairement visible, un gilet jaune est obligatoire la nuit, ce qui rend son utilisateur beaucoup moins élégant, nécessairement",B2
Cette réaction est difficile à réaliser car il est nécessaire de rassembler deux noyaux qui ont naturellement tendance à repousser.,C1
"Pour aller dans la salle Internet depuis les escaliers, marchez jusqu'à la réception",A1
"Ici, tout est immense, il y a des gens partout, les gens sont pressés sont impressionnants!",B1
"De plus, les voix se lèvent pour dire que l'insertion est inutile si nous n'essayons pas, en même temps, de reconnecter le dialogue entre les jeunes et le reste de la société.",B1
"Pour l'économiste Jeremy Rifkin, dont le livre The End of the Work a suscité un large débat, l'œuvre est sur la pente d'un déclin inexorable.",C1
"Depuis les années 2000, il y a eu un changement de mentalité.",B2
Cette femme est décédée seule et misérable.,B2
"Les études sur les interactions économiques, historiques et géographiques permettent de mieux comprendre pourquoi l'Europe, un petit plafond excentrique d'Eurasie, a imposé en cinq siècles une vision uniforme et inégale de la mondialisation.",C2
"À Milan, dix fois par jour, il a vu le prince Eugène et aurait pu lui parler.",B2
"À cette occasion, un grand plan de vélo a été annoncé pour faire en sorte que ce mode de transport décolle, en particulier grâce à ""l'allocation kilométrique"".",B2
"Oui, c'est une bonne idée, a-t-elle dit et elle est descendue de l'échafaudage.",B1
Nous avons commencé un nouveau cours,A2
Le chemin est encore long pour que les Français animés soient à la hauteur de ses prestigieux concurrents.,A2
C'est ce que font très bien les photographes documentaires,A2
Trouvez-le pour illustrer les idées de Hegel à certains de ses écrits postérieurs.,C1
"Cependant, plus les gens sont actifs sur Facebook ou Instagram, plus leur humeur est négative après y être allé.",B2
Nous jouons dans le jardin lorsque le temps est beau ou dans la maison quand il pleut.,A1
Le président de la République sera élu par les Français,B1
Après avoir demandé le jeune fils du nouveau roi des Français Louis-Philippe Ler- qui refuse de peur des nouvelles tensions internationales - Les Belges se rabattent sur le Léopold anglo-allemand de Saxe-Cobourg,B2
"Donc, je veux voir le théâtre guéri de ce flux.",B2
"Ses différentes facettes, d'amour, dans les relations intimes, à la conscience de l'appartenance à une humanité communale, sont le ciment du projet individualiste.",C1
"Le ciel d'avril, au-dessus de nos têtes, planait en cristal clair et grouillait d'étoiles",C1
"Soudain, une énorme hauteur et à ma droite j'ai vu un aigle, l'oiseau de Napoléon; il a été majestueusement volé en Suisse, et donc vers Paris.",B2
Ont-ils des contacts avec l'extérieur?,B1
"À la radio, le journaliste a gardé les intonations de son pays basque natal dans le sud de la France.",B1
Chacun de ces projets affecte en moyenne 10 000 classes.,B2
Le facteur vient ici tous les jours!,A1
"Le dimanche, il se repose et en profite pour faire ses devoirs pour la semaine.",A2
Marc Chagall met fin à ce qu'il pense être sa dernière peinture: la mariée et le marié de la tour Eiffel.,B2
Le mouvement qui a atteint son apogée à Paris entre 1750 et 1765 a augmenté dans les provinces pour gagner la génération précédant la révolution.,C2
"L'Europe avait la bonhomie d'être surpris par cet événement, qui n'a pas surpris le marquis del Dongo; il a écrit à son souverain une lettre pleine de cœur; il lui a offert ses talents et plusieurs millions, et lui a répété que ses ministres étaientJacobins est d'accord avec les dirigeants de Paris.",C1
"Immédiatement, le prince Manda près de lui le meilleur et le plus durable parmi les chasseurs et les paysans, parmi les vagabonds et ceux qui les poursuivent, parmi les soldats exercés avec de longs pas et les messagers se durcissent de fatigue.",B2
"À cette proximité spatiale, il existe une fréquence plus intense du nombre d'événements.",C2
"Elle avait du plaisir, comme un enfant, de pousser les grandes portes doublées avec son doigt; elle aspirait à toute sa poitrine l'odeur poussiéreuse des couloirs et, lorsqu'elle était assise dans son lodge, elle a cambré la taille avec une décontractée duchesse.",C2
"Mais la famille était si gentille, nous avons beaucoup ri.",A2
"Chaque jour, il traînait dans la rue sans rien faire.",B1
"Je peux à peine y arriver maintenant, et nous sommes presque à Noël.",A2
L'homme grossier est le lépreux du monde à la mode.,C2
"Pour plusieurs raisons, l'éducation s'est concentrée sur la spécialisation.",C2
"Pour les situations similaires aux dépendances comportementales réelles, le travail sur l'estime de soi est souvent nécessaire.",C2
Ils ont déménagé parce que sa femme a été transférée à Paris.,B1
Le serviteur de Fabrice s'est approché des deux chevaux.,B2
"Une action ""peinture"" avait l'intention de dénoncer le ""greenwashing"" du gouvernement sur les questions environnementales concernant le trafic aérien, selon l'organisation.",C1
"L'homme que vous voyez exploité pendant plusieurs décennies, un site archéologique avec des Troubaux impressionnants.",B2
L'individualisme a souvent une mauvaise presse dans les discours contemporains.,B2
Salt tes parents de moi,A1
J'ai souscrit un abonnement hebdomadaire à un magazine de cuisine.,B1
"La sémantique du directeur de l'opéra, à la fin de sa carrière, rejoint celle du sénateur (LR) Etienne Blanc, qui fit la décision de l'exécutif écologiste, allié à la ""gauche unie"".",C1
"Actuellement, pour 7 milliards de personnes et demie, il y a 4 milliards de stations de radio, 4 milliards de téléviseurs, 2 milliards de téléphones portables, 2 milliards d'ordinateurs.",B2
Je vous le dis très bientôt pour une année scolaire en arrière-information!,A2
Il y a douze milles entre la cabane des pêcheurs et la ville.,B1
J'avais un cœur élevé quand il a osé me saluer.,C1
"J'ai écrit un roman, c'est le premier, je ne sais pas si c'est le premier, je ne sais pas si j'écrirai les autres.",B1
"Dans une clairière enneigée, entourée d'arbres nus, un Blance Citroën Axe, très fatigué, exploité avec une remorque de type réfrigérateur, semblerait abandonné si l'un distinguait quatre hommes aux cheveux très longs, assis dans la voiture.",C2
"Nous continuons la recette avec la coupe des légumes et d'autres épices, en commençant par le chili végétarien",C1
"Darren Star annonce qu'elle est ""inspirée par sa propre histoire d'amour qui a toujours duré avec Paris et la culture française"".",B2
"Certains produits sont alors devenus essentiels pour eux, en particulier le sucre.",C2
Cet homme a l'air bien.,A2
"Devant chaque porte se trouvait un tas de paille, pour empêcher le rhume d'aller en dessous.",C1
Tous ces préparatifs font l'atmosphère festive et ludique chaque année,B2
"Puis, ayant rêvé pour la troisième fois qu'il a vu l'enchanteresse, dont aucun mot humain, cette nuit-là, n'aurait pas pu dépeindre le charme et l'influence, il était en secret le lendemain, sans consulter personne, et est allé se perdre, surle sien, dans la forêt.",B2
J'avais de nombreuses maladies infectieuses et j'ai dû garder le lit pendant des semaines en isolement total sans l'ombre de l'espoir.,C2
"Les cinq confédérations de l'Union, l'épiscopat, la Fédération protestante de France, les petits patrons du CGPME, les artisans de l'UPA, les députés socialistes et la soixantaine de collègues de l'UMP: tous sont montés dans le niche pour dire à la proposition de la proposition pourUne extension du travail du dimanche.",C2
"Les personnes qui l'utilisent très fréquemment, les adolescents et les adultes, seraient plus anxieuses et déprimées.",B2
Tous les chiens de ses cours de basse constituaient un pack dans le besoin; ses paléfréateurs étaient ses gardiens; le vicaire du village était son grand aumônier.,C1
"À l'ère de l'Internet des objets, les maisons intelligentes sont de plus en plus équipées d'objets connectés, dont les implications sur la confidentialité restent largement inconnues des utilisateurs finaux.",C1
"Mes parents ont insisté pour que nous prenions nos chaussures de marche, ils veulent que nous allions faire de la randonnée dans les montagnes",B1
"Lorsqu'il avait reçu son premier salaire en tant que consultant, Louis a couru pour acquérir une guitare pour chanter une sérénade à son bien-aimé sous la proximité de sa maison.",C1
"Un roman émouvant, où il s'agit d'une question d'apprentissage à vivre, de trouver sa place parmi les autres.",A2
"Certes, ""Emily à Paris"" est une production américaine qui semble parler avant tout au public de scandatlantic, mais Netflix étant une plate-forme accessible dans le monde entier, ce parti pris semble très daté.",C1
Anna est allée à la cuisine où elle se sentait chez elle.,B1
"Ingrats: Une personne ingrat est une personne qui n'a pas de reconnaissance, qui oublie les bonnes choses qu'une personne a faites pour lui.",A2
"De mes fenêtres, je vois la Seine couler, le long de mon jardin, derrière la route, presque chez moi, la grande et la grande seine qui va de Rouen à Le Havre, recouverte de bateaux qui passaient.",B2
Une revue avec laquelle il est bon de demander,A2
"Certains, les pires et dont elle se débarrasse le premier, étaient ceux qui lui avaient conseillé de ne pas ""écouter"" et de professer, même négativement et en le manifestant uniquement par certains silences de déception ou par certains soumises doutes, la doctrine subversive qu'une doctrine subversiPetite promenade au soleil et une bonne numérotation saignante (quand elle a gardé quatorze heures sur l'estomac, deux gorgées désagréables de Vichy Water!) lui ferait plus de bien que son lit et ses médicaments.",C2
Nous avons préféré faire référence à l'autonomie des civilisations juxtaposées.,C1
Je peux voir le médecin le matin,A1
"Un petit coup sur la tuile, comme si quelque chose l'avait frappé, suivi d'une grande chute de lumière comme des grains de sable qui étaient tombés d'une fenêtre au-dessus, puis, la chute, se régulant, adoptant un rythme, devenant fluide, son, innombrable, universel: c'était la pluie.",C2
"Sur les 40 hommes et femmes présents, 32 ont été séparés ou en cours de divorce.",C1
"Quand il est arrivé près de la maison, il a vu un gentleman à la porte, et il a entendu qu'il avait dit à la femme: ""Ma bonne épouse, est votre mari à la maison?"" ""Non monsieur"", a répondu la femme.",A2
Je t'envoie de grands bisous,A1
"C'était le paradis, j'ai parfois fait des siestes sur le canapé, parfois sur le lit Arthur, dans la chaleur du soleil ou du radiateur selon les saisons",C1
"Elle a donné de la commande à son bureau, elle a envoyé un fax et a répondu au courrier",B1
Leur capacité de concentration est effilochée.,B2
Je viens de faire des tests surprenants.,B1
Elle regrette de devoir beaucoup travailler,A1
"Il a été examiné avec intérêt et curiosité, comme un bel orage.",C2
"Là, le piège, il vient directement des États et il est nouveau en fait dans le rap",A2
Le cours de mathématiques est beaucoup plus ennuyeux que d'habitude.,A2
C'est trop chic,B1
Quelle est la véritable efficacité de la lutte contre la désinformation réalisée avec de grands renforts de communication par les réseaux sociaux?,B2
Je dois aller au bureau trois fois par semaine parce que j'ai des réunions pour le déjeuner avec les clients,A2
Travaillez-vous toujours à l'agence de voyages?,B1
"Fondamentalement, tout le monde est d'accord.",B1
Il choisit toujours une grande pièce,A1
"Sa famille, assez illustre en Pologne, avait été ruinée dans les problèmes de cette région.",C2
Préparez-vous le repas?,A1
Je suis arrivé à Londres pour ma dernière année d'études marketing à l'université,A1
"Samedi dernier, j'ai passé la journée à Paris avec mon frère",A2
"Cette année, Virginie est partie pendant une semaine dans un hôtel à Arcachon avec son mari",A1
"Ensuite, il est arrivé et petit à petit, nous avons commencé à enregistrer efficacement de petites phrases, des groupes de mots ou même des mots, qui sont ensuite collés les uns aux autres",B2
C'est un scandale qui peut être construit une usine dans ce domaine,B1
"Ils ont attaqué la forêt tous ensemble, travaillant jour et nuit et frappant avec tant de force que les affrontements de leurs Cagnes sur les troncs ont rempli les plaines comme un grondement incessant de tonnerre.",B2
"Ensuite, si vous avez choisi les couleurs unis par exemple, vers le bleu marine ou aux Noirs, il est essentiel d'avoir des accessoires pour réorganiser la tenue",B2
"Grand, bravo, blond, d'une blonde châtaise vaguement roussi, avec une moustache enroulée, qui semblait mousser sur sa lèvre, des yeux bleus, un clair, des trous d'un très petit élève, des cheveux naturellement bouclés, séparés par une ligne du milieudu crâne, il ressemblait au mauvais sujet des romans populaires",C2
Ce riba rican et l'échafaudage!,C2
"Un hôte désigne la personne qui reçoit un invité, soit l'invité reçu, accueilli.",B1
À quelle période de l'année se déroule l'histoire?,A2
"D'où l'emprise essentielle sur les endroits situés sous les tropiques, pas trop loin de l'Europe, des endroits qui nécessitaient l'importation forcée de travail servile.",C2
Environ 2 300 enseignants et chercheurs ainsi que 950 employés administratifs et techniques assurent le bon fonctionnement de l'institution qui compte plus de 14 000 étudiants de plus de 86 pays.,B2
"Cependant, Grégoire est loin d'être un idiot, il est même plein de talents!",A2
Les nouvelles technologies ont subi un développement très rapide depuis les années 1970 et ont conduit à une véritable révolution dans nos habitudes et notre façon de penser.,B2
"Les députés et les membres de la convention ont donc été invités par le gouvernement à cinq réunions pour ""présenter les directives choisies"".",C1
"Une fois que vous avez demandé des pièces et des documents, vous les numérisez et les enregistrez au format numérique.",B2
"Je m'appelle Jessica.Je suis une fille, je suis français et j'ai treize ans.",A1
Lisez un livre pour être plus calme.,A2
J'attends votre réponse.,A1
Un contrat est signé par l'éditeur et par l'auteur.,A2
"Nous avons assez mangé, nous ne voulons plus de gâteaux ou de bonbons.",A2
"Quand Ulysse a disparu, Pénélope est restée réfléchie.",C2
Le voleur nous a avoué qu'il avait agi sans raison.,B1
C'est un rhume incroyable à Moscou mais la ville est superbe,B1
Je ne sais pas où ils sont,A1
Sachant que nous jetons 20 milliards de couches chaque année dans le monde.,B2
Ce n'est pas assez dur. C'est trop doux.,A1
"Soumis à la persécution en raison de leur confession protestante, ils espèrent pouvoir vivre leur foi librement",B2
Le parc national de Chamonix a besoin de 5 guides pour l'été.,A1
"Ces nouvelles personnes âgées ne joueront pas pour faire la figuration, le pronostique Robert Rochefort, directeur général du Centre de recherche pour l'étude et l'observation des conditions de vie (CREDOC) et l'auteur de Vive Le Papy-Boom (Odile Jacob).",C1
"Au cours des cinq heures, il a entendu la canonade: ils étaient les préliminaires de Waterloo.",B2
"Alors, que les donnons-nous là-bas?",A2
Les soldats se sont regardés surtout surpris par l'idée de payer et lui ont accordé un endroit pour le feu; son serviteur lui a fait un refuge.,B2
C'est gentil de ta part.,A1
Vous êtes une femme très intelligente.,A1
Le chien n'est pas le seul à apprendre!,A2
"Le BAC dans la poche, le premier d'entre eux choisit de faire leur travail.",B1
"Nous sommes tous des plaques lithographiques, une infinité de copies qui sont tirées par backage",C2
L'inspecteur a trouvé des preuves.,A2
"Cependant, nous continuons à parler anglais à la maison, car mes parents ne veulent pas que je perde ma langue maternelle.",A1
"Ils tiraient sur le glas de la mort, maintenant, un glas de la mort pour une tristesse inexprimable, lourds de larmes, gonflés de sanglots.",C2
"Pour que des actions foncières contre la diffusion des campagnols terrestres aient une certaine efficacité, il est important qu'ils soient déployés dans des endroits où les possibilités de passage entre deux spots sont en nombre limité; à l'inverse, si nous organisons une action dans un contexte d'aménagement paysager oùDe nombreuses alternatives passantes existent, il y a plus de chances que l'appareil soit ""contourné"".",C1
C'est avec grand plaisir que je vous envoie ce message pour décrire votre voyage à Paris dans notre compagnie.,A2
"Ces observations ont conduit la profession comptable en particulier, mais aussi les chefs d'entreprise, à se demander comment tenir compte de la valeur réelle de leur entreprise",C2
Le 20e siècle a explosé le nombre de technologies capables de produire et de diffuser des informations.,B2
L'un des plus emblématiques est Marie Sophie Germain.,B2
"""Non, non,"" dit le roi; ""Restez, mon ami."" ""Mais, j'ai assez dormi!"", A déclaré le berger.",A2
"Peu importe, nous allons manger autre chose.",A2
"Il parlait plusieurs langues, imparfaitement en vérité, mais toujours 11 avec vivacité, parfois avec grâce.",C2
Tu as des nouvelles de Marie,A2
"Son cercle était composé de quelques amis ou parents de son amant et de leurs femmes, que l'ascendant du comte de P *** avait forcé de recevoir sa maîtresse.",C2
"Environ 60 000 enseignants ont un compte sur le site de la fondation, qui forme plusieurs milliers d'enseignants (de la maternelle à la troisième) chaque année.",C2
Je suis revenu tous les jours avec mon amant.,A2
Cette ville a une atmosphère particulière dont je me souviendrai toujours.,B1
Allez-vous voir votre maman la semaine prochaine?,A1
Merci Monsieur.,A1
Elle s'étenda délicatement dans un long ruban d'hommes et de chameaux.,C1
Le Daily Dallas Morning News a même émergé que c'était le signe le plus étrange qu'ils aient jamais vu.,B1
"Contrairement à d'autres lanceurs privés, passés ou même opérationnels, Falcon 1 utilise des composants entièrement conçus au sein de l'entreprise qui le commercialise.",C1
Les professeurs d'anglais offrent des leçons sur le sujet et participent à sa diffusion avec les jeunes.,B2
"La façon dont il était vêtu de parcours de golf, tout comme la façon dont il était vêtu du bureau, était méticuleuse.",B1
"Cinq ans plus tard, VGE mène une campagne présidentielle moderne, inspirée par celle de Kennedy aux États-Unis",C1
"Tout d'abord, je préfère quand il n'est pas trop chaud, et j'adore la lumière dorée des beaux jours d'automne",A2
"C'était peut-être l'influence apaisante du cigare dont l'anneau rouge, orné d'un somptueux bouclier doré d'or, a indiqué le prix sans discrétion.",C2
Il vit en Italie avec sa femme et ses enfants.,A1
Quelle heure est-il ?,A1
Ce sont les journalistes égyptiens Mustafa et Ali Amin qui ont eu l'idée de présenter cette célébration dans leur pays.,B2
La peinture semblait plus belle qu'auparavant.,B1
"Je n'ai pas vraiment d'appétit le matin, même si je sais que c'est le repas le plus important de la journée",A2
"En cas de danger, il sera nécessaire d'aller rapidement en voiture",A2
Nous avons une voiture bleue.,A1
"Cette quête d'altérité zonale laissée au milieu du 20e une marque géographique frappante: lorsque l'idée du tiers monde a été imposée, il s'est avéré que les pays sous-développés étaient alors très principalement situés dans la zone interroropicale, le ""Sud"".",C2
Elle doit les aider à apprendre.,A2
"Près de la pagode Sule, au centre de Rangoun, la capitale économique, un sit-in a été organisé, les manifestants posant les couvertures des poubelles qui les servent de boucliers de fortune.",C1
"Les reliures de différents tons, rouge, jaune, vert, violet et bleu, mettent la couleur et la gaieté dans cet alignement monotone des volumes.",B2
"Mais les arbres abattus se sont redevenus derrière eux, et les herbes et la brosse dès qu'il a été détruit, plus nombreux et plus touffus, noyant la route a commencé.",B2
Une femme n'envoie pas ses «sentiments» à un homme.,A2
Deux employés d'un supermarché ont été licenciés après avoir refusé de travailler dimanche.,B2
Je pense que c'est bien.,A1
Il a dû appeler son bourreau à tout prix lorsqu'il a reçu des nouvelles de son banquier.,B1
Avant les choses corporelles.,B1
"Mon impatience s'est soudainement transformée en timidité; je me suis habillé lentement; je ne me sentais plus pressé d'arriver: j'avais une telle crainte que mes attentes soient déçues, un sentiment si vivant de la douleur que je devais ressentir, que j'auraisaccepté de tout ajourner.",C2
"Nous avions l'intention d'appeler ce changement de vie, révèle son fondateur.",C1
Nous sommes tous ensemble.,A1
"Si vous avez la possibilité, ne laissez pas votre chien pendant longtemps dans la voiture sans surveillance.",B1
Il fait beau aujourd'hui !,A1
"Ceux qui représentent la classe moyenne, qui ont fait l'essentiel des éditeurs, seront écrasés.",B2
"Un frisson me saisit soudain, pas un froid de froid, mais un étrange frisson d'anxiété.",B2
Elle aime le sport et la musique,A1
"Au bureau, il y a un vélo d'exercice, des haltères et un stepper",B1
"Un visage humain est projeté sur un masque en plastique et s'adapte à son interlocuteur (rires, larmes, dédain, inconfort, neutre.)",C2
"À votre arrivée, le 7 juin, nous vous accueillerons à l'aéroport pour vous emmener à votre hôtel.",A2
"Cet après-midi, avec mes amis, nous allons au cinéma.",A1
"Les enfants travaillent bien à l'école, même si ma fille a des difficultés en mathématiques",B1
Essayez maintenant d'identifier les mots de vocabulaire dans l'histoire en l'écoutant à nouveau.,B1
Mon cas personnel peut être éclairé ici: je suis l'anglais bilingue,C2
"Les populations vont ensuite d'un régime traditionnel basé sur des céréales, des racines ou des tubercules, comprenant une petite proportion de lipides, peu de produits d'origine animale et une teneur élevée en fibres, une alimentation beaucoup plus riche en sucre, des inlipides, en sel et, au total, en calories.",C1
"Le repas était très bon, cependant, le dessert était non comestible",B2
"Ainsi, les lacunes de la pratique des hommes-féminines varient selon le type de ménage: faible pour les personnes en tant qu'enfant sans enfants (1 point) et pour les célibataires (4 points), ils atteignent 8 points contre les femmes parmi les couples avec des couples avec des couplesavec des couples avec des couples avec des couples avec des couples avec des couples avec des couples avec des couples avec des couples avec des couples.",C1
"Quiconque l'aurait dans mon cœur en son absence m'aurait emmené pour un séducteur froid et pas très sensible; quiconque m'aurait vu à côté de lui aurait pensé qu'il avait reconnu en moi un amant novice, interdit et passionné.",C2
"Et chaque fois que je ressentais sa grande souffle chaude sur mon visage, je me serre les dents, j'ai fermé mes poings dans les poches de mon pantalon, je me suis entièrement attaché au triomphe du soleil et de cet ivresse opaque qu'il m'a versé.",C2
"Elle est Gérarda, elle a 85 ans, et elle vit avec Séverine, 36 ans et sa fille de 8 ans Kéline.",A1
"En effet, je remplit les conditions d'ancienneté requises depuis que je travaille dans votre entreprise depuis 45 mois et j'ai une expérience professionnelle de 8 ans",C1
"Elle a donné des dossiers au chef du personnel, elle a rempli des formulaires et elle a écrit plusieurs commentaires sur son rapport hebdomadaire",B1
Robert a même perçu les bouches de la clôture contre lesquelles il devait commencer par toutes ses forces.,C1
Peut-être que je devrais faire avancer mon réveil un peu pour éviter cela,A1
"Cet épisode, à laquelle la population locale répondra par une impulsion de solidarité sans précédent, marque un tournant dans l'histoire de l'Italie, confrontée pour la première fois à l'immigration de masse.",C1
Nous assistons à la montée des médicaments génériques et il devient difficile de renouveler les produits.,B2
"Ces personnes ont cultivé leurs terres, élevé des troupeaux, obéi aux utilisations, aimé et mort selon la common law.",B2
"Au niveau socio-démographique, ils ressemblent aux ménages qui ne sont pas de migration; au niveau économique, ils sont plutôt proches des ménages de migration.",C1
Ils vont à pied.,A1
Avez-vous une réduction?,A1
Il doit étudier et écrire pendant quatre heures du matin et ne peut reposer que vingt minutes au moment de la récréation à dix heures du matin.,A2
Elle partage un appartement avec deux garçons.,A1
La grande majorité des jeunes français pensent que le téléphone portable est synonyme de liberté.,B2
"Mais qu'est-ce qui est extraordinaire, ses cheveux!",A2
"Elle, la mode, l'invente et les garçons, elle ne s'en occupe pas.",B1
Il pose avec l'assurance de ceux qui veulent conquérir le monde.,B1
"Sinon, le poumon de la terre continuera inexorablement à disparaître.",B2
Ne t'inquiète pas.,A1
La météo pourrie inonde les réseaux sociaux,B2
"En effet, l'atmosphère a été imprégnée d'une forte odeur de fraichine.",C2
Il a ainsi été vécu pendant l'hiver de 1814 à 1815.,B2
"J'ai également eu la diarrhée du diable, que j'ai vaincue sans aucun médicament, par une compression mentale et donc musclée.",C2
Je voudrais aller au cinéma avec mes amis.,B1
C'était la belle qui a tué la bête.,A2
"Cher Anna, je ne suis pas encore prêt à comprendre toute l'histoire, mais vos vidéos sont extrêmement motivantes!",B1
Que faire à Paris?,A1
"Une table carrée, quatre couverts, écarte sa nappe blanche, si brillante qu'elle semblait vernie; et les verres, l'argenterie, le poêle brillait joyeusement sous la flamme de douze bougies portées par deux candélabres élevés.",C2
"Lorsque le soleil a fini d'éclairer le pas, la pluie est arrivée comme un torrent.",C1
"Ah, décembre: ses illuminations, la couronne de l'Avent pour les catholiques et le célèbre calendrier rempli de chocolat pour les enfants. Tous ces préparatifs rendent l'atmosphère festive et ludique chaque année.",B2
"Il le long des quais du Saône, a traversé la péninsule, puis a rejoint les quais du Rhône",B2
"Léonard est lancé par Verrocchio aux nombreuses techniques pratiquées dans un atelier traditionnel, bien que certains artisans soient spécialisés dans des tâches telles que la supervision, la conduite et le travail en bronze.",C2
